timestamp,relative_time,power_w,memory_gb,temperature_c,graphics_clock_mhz,memory_clock_mhz
1777905545.777425,654.4418613910675,233.096,15.34222412109375,63,2760.0,11251.0
1777905545.7976167,654.4620530605316,233.096,15.34222412109375,63,2760.0,11251.0
1777905545.8177862,654.4822225570679,233.096,15.34222412109375,63,2760.0,11251.0
1777905545.837961,654.5023972988129,233.096,15.34222412109375,63,2760.0,11251.0
1777905545.8581226,654.522558927536,232.955,15.34222412109375,63,2760.0,11251.0
1777905545.8782673,654.54270362854,232.955,15.34222412109375,63,2760.0,11251.0
1777905545.8984628,654.5628991127014,232.955,15.34222412109375,63,2760.0,11251.0
1777905545.918672,654.5831084251404,232.955,15.34222412109375,63,2760.0,11251.0
1777905545.9388657,654.6033020019531,232.955,15.34222412109375,63,2760.0,11251.0
1777905545.9590635,654.6234998703003,232.955,15.34222412109375,63,2760.0,11251.0
1777905545.9792762,654.6437125205994,232.955,15.34222412109375,63,2760.0,11251.0
1777905545.9994683,654.6639046669006,232.955,15.34222412109375,63,2760.0,11251.0
1777905546.0196326,654.6840689182281,232.955,15.34222412109375,63,2760.0,11251.0
1777905546.0398319,654.7042682170868,232.955,15.34222412109375,63,2760.0,11251.0
1777905546.0599983,654.7244346141815,232.955,15.34222412109375,63,2760.0,11251.0
1777905546.0801754,654.7446117401123,232.955,15.34222412109375,63,2760.0,11251.0
1777905546.1003387,654.7647750377655,232.955,15.34222412109375,63,2760.0,11251.0
1777905546.1205356,654.7849719524384,232.955,15.34222412109375,63,2760.0,11251.0
1777905546.140728,654.8051643371582,232.955,15.34222412109375,63,2760.0,11251.0
1777905546.160922,654.8253583908081,232.955,15.34222412109375,63,2760.0,11251.0
1777905546.1811225,654.8455588817596,232.955,15.34222412109375,63,2760.0,11251.0
1777905546.2012997,654.8657360076904,232.955,15.34222412109375,63,2760.0,11251.0
1777905546.2214923,654.8859286308289,232.955,15.34222412109375,63,2760.0,11251.0
1777905546.2416968,654.9061331748962,232.955,15.34222412109375,63,2760.0,11251.0
